datetime,depth,observation,site_id,variable
2023-05-18T06:00:00Z,0.25,17.9342,splk,temperature
2023-05-18T07:00:00Z,0.25,12.9215,splk,temperature
2023-05-18T08:00:00Z,0.25,12.9319,splk,temperature
2023-05-18T09:00:00Z,0.25,12.8783,splk,temperature
2023-05-18T10:00:00Z,0.25,12.9765,splk,temperature
2023-05-18T11:00:00Z,0.25,12.9805,splk,temperature
2023-05-18T12:00:00Z,0.25,13.3689,splk,temperature
2023-05-18T13:00:00Z,0.25,13.3567,splk,temperature
2023-05-18T15:00:00Z,0.25,13.4165,splk,temperature
2023-05-18T20:00:00Z,0.25,13.4874,splk,temperature
2023-05-18T21:00:00Z,0.25,13.3439,splk,temperature
2023-05-18T22:00:00Z,0.25,13.2596,splk,temperature
2023-05-18T23:00:00Z,0.25,13.1334,splk,temperature
2023-05-19T10:00:00Z,0.25,12.5495,splk,temperature
2023-05-19T11:00:00Z,0.25,12.6167,splk,temperature
2023-05-19T12:00:00Z,0.25,12.5571,splk,temperature
2023-05-19T13:00:00Z,0.25,12.4359,splk,temperature
2023-05-19T14:00:00Z,0.25,12.3223,splk,temperature
2023-05-19T15:00:00Z,0.25,12.2036,splk,temperature
2023-05-19T20:00:00Z,0.25,11.9863,splk,temperature
2023-05-19T21:00:00Z,0.25,11.9576,splk,temperature
2023-05-19T22:00:00Z,0.25,11.8888,splk,temperature
2023-05-19T23:00:00Z,0.25,11.8094,splk,temperature
2023-05-20T04:00:00Z,0.25,12.1593,splk,temperature
2023-05-20T05:00:00Z,0.25,12.2658,splk,temperature
2023-05-20T06:00:00Z,0.25,12.6212,splk,temperature
2023-05-20T07:00:00Z,0.25,12.8952,splk,temperature
2023-05-20T08:00:00Z,0.25,13.2631,splk,temperature
2023-05-20T09:00:00Z,0.25,13.4852,splk,temperature
2023-05-20T10:00:00Z,0.25,13.801,splk,temperature
2023-05-20T11:00:00Z,0.25,13.8081,splk,temperature
2023-05-20T12:00:00Z,0.25,13.6563,splk,temperature
2023-05-20T13:00:00Z,0.25,13.6063,splk,temperature
2023-05-20T14:00:00Z,0.25,13.582,splk,temperature
2023-05-20T15:00:00Z,0.25,13.6633,splk,temperature
2023-05-20T20:00:00Z,0.25,13.1031,splk,temperature
2023-05-20T21:00:00Z,0.25,13.0966,splk,temperature
2023-05-20T22:00:00Z,0.25,13.0025,splk,temperature
2023-05-20T23:00:00Z,0.25,12.9483,splk,temperature
2023-05-21T03:00:00Z,0.25,13.79,splk,temperature
2023-05-21T04:00:00Z,0.25,14.6093,splk,temperature
2023-05-21T05:00:00Z,0.25,14.8959,splk,temperature
2023-05-21T06:00:00Z,0.25,15.447,splk,temperature
2023-05-21T07:00:00Z,0.25,15.7814,splk,temperature
2023-05-21T08:00:00Z,0.25,16.5415,splk,temperature
2023-05-21T09:00:00Z,0.25,16.5504,splk,temperature
2023-05-21T10:00:00Z,0.25,16.1972,splk,temperature
2023-05-21T11:00:00Z,0.25,14.6351,splk,temperature
2023-05-21T12:00:00Z,0.25,15.4844,splk,temperature
2023-05-21T13:00:00Z,0.25,15.7578,splk,temperature
2023-05-21T14:00:00Z,0.25,15.8344,splk,temperature
2023-05-21T15:00:00Z,0.25,15.9954,splk,temperature
2023-05-21T20:00:00Z,0.25,15.1059,splk,temperature
2023-05-21T21:00:00Z,0.25,14.9483,splk,temperature
2023-05-21T22:00:00Z,0.25,14.7675,splk,temperature
2023-05-21T23:00:00Z,0.25,14.5586,splk,temperature
2023-05-22T03:00:00Z,0.25,14.4641,splk,temperature
2023-05-22T04:00:00Z,0.25,14.7974,splk,temperature
2023-05-22T05:00:00Z,0.25,14.8664,splk,temperature
2023-05-22T06:00:00Z,0.25,15.0043,splk,temperature
2023-05-22T07:00:00Z,0.25,14.9588,splk,temperature
2023-05-22T08:00:00Z,0.25,15.0407,splk,temperature
2023-05-22T09:00:00Z,0.25,15.2976,splk,temperature
2023-05-22T10:00:00Z,0.25,15.5662,splk,temperature
2023-05-22T11:00:00Z,0.25,15.8293,splk,temperature
2023-05-22T12:00:00Z,0.25,15.6098,splk,temperature
2023-05-22T13:00:00Z,0.25,15.6377,splk,temperature
2023-05-22T14:00:00Z,0.25,15.7378,splk,temperature
2023-05-22T15:00:00Z,0.25,15.7526,splk,temperature
2023-05-22T20:00:00Z,0.25,15.2336,splk,temperature
2023-05-22T21:00:00Z,0.25,15.2316,splk,temperature
2023-05-22T22:00:00Z,0.25,15.1181,splk,temperature
2023-05-22T23:00:00Z,0.25,15.0641,splk,temperature
2023-05-23T03:00:00Z,0.25,15.4689,splk,temperature
2023-05-23T04:00:00Z,0.25,15.7981,splk,temperature
2023-05-23T05:00:00Z,0.25,16.22,splk,temperature
2023-05-23T06:00:00Z,0.25,16.4208,splk,temperature
2023-05-23T07:00:00Z,0.25,16.7342,splk,temperature
2023-05-23T08:00:00Z,0.25,17.0428,splk,temperature
2023-05-23T09:00:00Z,0.25,17.1952,splk,temperature
2023-05-23T10:00:00Z,0.25,17.5261,splk,temperature
2023-05-23T11:00:00Z,0.25,17.33,splk,temperature
2023-05-23T12:00:00Z,0.25,17.4783,splk,temperature
2023-05-23T13:00:00Z,0.25,17.3138,splk,temperature
2023-05-23T14:00:00Z,0.25,17.2335,splk,temperature
2023-05-23T15:00:00Z,0.25,16.9227,splk,temperature
2023-05-24T02:00:00Z,0.25,15.8955,splk,temperature
2023-05-24T03:00:00Z,0.25,15.8683,splk,temperature
2023-05-24T04:00:00Z,0.25,15.98,splk,temperature
2023-05-24T05:00:00Z,0.25,16.0072,splk,temperature
2023-05-24T06:00:00Z,0.25,16.1232,splk,temperature
2023-05-24T07:00:00Z,0.25,16.1431,splk,temperature
2023-05-24T08:00:00Z,0.25,16.2395,splk,temperature
2023-05-24T09:00:00Z,0.25,16.2428,splk,temperature
2023-05-24T10:00:00Z,0.25,16.2482,splk,temperature
2023-05-24T11:00:00Z,0.25,16.225,splk,temperature
2023-05-24T12:00:00Z,0.25,16.2176,splk,temperature
2023-05-24T13:00:00Z,0.25,16.1883,splk,temperature
2023-05-24T14:00:00Z,0.25,16.1182,splk,temperature
2023-05-24T15:00:00Z,0.25,16.0748,splk,temperature
2023-05-24T16:00:00Z,0.25,15.9555,splk,temperature
2023-05-24T17:00:00Z,0.25,15.8443,splk,temperature
2023-05-24T18:00:00Z,0.25,15.7484,splk,temperature
2023-05-24T19:00:00Z,0.25,15.5761,splk,temperature
2023-05-24T20:00:00Z,0.25,15.4736,splk,temperature
2023-05-24T21:00:00Z,0.25,15.4153,splk,temperature
2023-05-24T22:00:00Z,0.25,15.2899,splk,temperature
2023-05-24T23:00:00Z,0.25,15.2106,splk,temperature
2023-05-25T00:00:00Z,0.25,15.0955,splk,temperature
2023-05-25T01:00:00Z,0.25,15.0615,splk,temperature
2023-05-25T02:00:00Z,0.25,15.0395,splk,temperature
2023-05-25T03:00:00Z,0.25,15.1592,splk,temperature
2023-05-25T04:00:00Z,0.25,15.3953,splk,temperature
2023-05-25T05:00:00Z,0.25,15.6133,splk,temperature
2023-05-25T06:00:00Z,0.25,15.93,splk,temperature
2023-05-25T07:00:00Z,0.25,16.1456,splk,temperature
2023-05-25T08:00:00Z,0.25,16.2437,splk,temperature
2023-05-25T09:00:00Z,0.25,16.362,splk,temperature
2023-05-25T10:00:00Z,0.25,16.6829,splk,temperature
2023-05-25T11:00:00Z,0.25,16.6814,splk,temperature
2023-05-25T12:00:00Z,0.25,16.4239,splk,temperature
2023-05-25T13:00:00Z,0.25,16.3706,splk,temperature
2023-05-25T14:00:00Z,0.25,16.3885,splk,temperature
2023-05-25T15:00:00Z,0.25,16.4657,splk,temperature
2023-05-25T16:00:00Z,0.25,16.431,splk,temperature
2023-05-25T17:00:00Z,0.25,16.2575,splk,temperature
2023-05-25T18:00:00Z,0.25,15.9087,splk,temperature
2023-05-25T19:00:00Z,0.25,15.9244,splk,temperature
2023-05-25T20:00:00Z,0.25,15.961,splk,temperature
2023-05-25T21:00:00Z,0.25,15.9408,splk,temperature
2023-05-25T22:00:00Z,0.25,15.8518,splk,temperature
2023-05-25T23:00:00Z,0.25,15.5991,splk,temperature
2023-05-26T00:00:00Z,0.25,15.5074,splk,temperature
2023-05-26T01:00:00Z,0.25,15.5375,splk,temperature
2023-05-26T02:00:00Z,0.25,15.5425,splk,temperature
2023-05-26T03:00:00Z,0.25,15.7876,splk,temperature
2023-05-26T04:00:00Z,0.25,15.9805,splk,temperature
2023-05-26T05:00:00Z,0.25,16.112,splk,temperature
2023-05-26T06:00:00Z,0.25,16.4964,splk,temperature
2023-05-26T07:00:00Z,0.25,16.6292,splk,temperature
2023-05-26T08:00:00Z,0.25,16.8418,splk,temperature
2023-05-26T09:00:00Z,0.25,16.8671,splk,temperature
2023-05-26T10:00:00Z,0.25,16.9015,splk,temperature
2023-05-26T11:00:00Z,0.25,16.8834,splk,temperature
2023-05-26T12:00:00Z,0.25,16.881,splk,temperature
2023-05-26T13:00:00Z,0.25,16.9038,splk,temperature
2023-05-26T14:00:00Z,0.25,16.9719,splk,temperature
2023-05-26T15:00:00Z,0.25,16.9386,splk,temperature
2023-05-26T16:00:00Z,0.25,16.9769,splk,temperature
2023-05-26T17:00:00Z,0.25,16.8386,splk,temperature
2023-05-26T18:00:00Z,0.25,16.7731,splk,temperature
2023-05-26T19:00:00Z,0.25,16.7361,splk,temperature
2023-05-26T20:00:00Z,0.25,16.5894,splk,temperature
2023-05-26T21:00:00Z,0.25,16.4071,splk,temperature
2023-05-26T22:00:00Z,0.25,16.2058,splk,temperature
2023-05-26T23:00:00Z,0.25,16.1509,splk,temperature
2023-05-27T00:00:00Z,0.25,16.1277,splk,temperature
2023-05-27T01:00:00Z,0.25,16.0911,splk,temperature
2023-05-27T02:00:00Z,0.25,16.3011,splk,temperature
2023-05-27T03:00:00Z,0.25,16.6724,splk,temperature
2023-05-27T04:00:00Z,0.25,16.7543,splk,temperature
2023-05-27T05:00:00Z,0.25,16.9647,splk,temperature
2023-05-27T06:00:00Z,0.25,17.0832,splk,temperature
2023-05-27T07:00:00Z,0.25,17.2966,splk,temperature
2023-05-27T08:00:00Z,0.25,17.4086,splk,temperature
2023-05-27T09:00:00Z,0.25,17.4898,splk,temperature
2023-05-27T10:00:00Z,0.25,17.5612,splk,temperature
2023-05-27T11:00:00Z,0.25,17.714,splk,temperature
2023-05-27T12:00:00Z,0.25,17.8757,splk,temperature
2023-05-27T13:00:00Z,0.25,18.1102,splk,temperature
2023-05-27T14:00:00Z,0.25,17.7124,splk,temperature
2023-05-27T15:00:00Z,0.25,17.6878,splk,temperature
2023-05-27T16:00:00Z,0.25,17.6571,splk,temperature
2023-05-27T17:00:00Z,0.25,17.5809,splk,temperature
2023-05-27T18:00:00Z,0.25,17.5389,splk,temperature
2023-05-27T19:00:00Z,0.25,17.4452,splk,temperature
2023-05-27T20:00:00Z,0.25,17.3447,splk,temperature
2023-05-27T21:00:00Z,0.25,17.1591,splk,temperature
2023-05-27T22:00:00Z,0.25,17.0593,splk,temperature
2023-05-27T23:00:00Z,0.25,17.0215,splk,temperature
2023-05-28T00:00:00Z,0.25,16.9577,splk,temperature
2023-05-28T01:00:00Z,0.25,17.0247,splk,temperature
2023-05-28T02:00:00Z,0.25,17.4532,splk,temperature
2023-05-28T03:00:00Z,0.25,18.0553,splk,temperature
2023-05-28T04:00:00Z,0.25,18.2783,splk,temperature
2023-05-28T05:00:00Z,0.25,18.5214,splk,temperature
2023-05-28T06:00:00Z,0.25,18.5161,splk,temperature
2023-05-28T07:00:00Z,0.25,18.925,splk,temperature
2023-05-28T08:00:00Z,0.25,19.2735,splk,temperature
2023-05-28T09:00:00Z,0.25,19.2575,splk,temperature
2023-05-28T10:00:00Z,0.25,19.3223,splk,temperature
2023-05-28T11:00:00Z,0.25,19.1881,splk,temperature
2023-05-28T12:00:00Z,0.25,19.2724,splk,temperature
2023-05-28T13:00:00Z,0.25,19.1873,splk,temperature
2023-05-28T14:00:00Z,0.25,19.06,splk,temperature
2023-05-28T15:00:00Z,0.25,18.9144,splk,temperature
2023-05-28T16:00:00Z,0.25,18.8741,splk,temperature
2023-05-28T17:00:00Z,0.25,18.8035,splk,temperature
2023-05-28T18:00:00Z,0.25,18.6658,splk,temperature
2023-05-28T19:00:00Z,0.25,18.5953,splk,temperature
2023-05-28T20:00:00Z,0.25,18.4818,splk,temperature
2023-05-28T21:00:00Z,0.25,18.3902,splk,temperature
2023-05-28T22:00:00Z,0.25,18.3322,splk,temperature
2023-05-28T23:00:00Z,0.25,18.1816,splk,temperature
2023-05-29T00:00:00Z,0.25,18.0806,splk,temperature
2023-05-29T01:00:00Z,0.25,18.1152,splk,temperature
2023-05-29T02:00:00Z,0.25,18.3775,splk,temperature
2023-05-29T03:00:00Z,0.25,18.784300000000002,splk,temperature
2023-05-29T04:00:00Z,0.25,19.0801,splk,temperature
2023-05-29T05:00:00Z,0.25,19.3406,splk,temperature
2023-05-29T06:00:00Z,0.25,19.4903,splk,temperature
2023-05-29T07:00:00Z,0.25,19.5308,splk,temperature
2023-05-29T08:00:00Z,0.25,19.4303,splk,temperature
2023-05-29T09:00:00Z,0.25,19.1025,splk,temperature
2023-05-29T10:00:00Z,0.25,18.9581,splk,temperature
2023-05-29T11:00:00Z,0.25,18.8672,splk,temperature
2023-05-29T12:00:00Z,0.25,19.4931,splk,temperature
2023-05-29T13:00:00Z,0.25,19.6239,splk,temperature
2023-05-29T14:00:00Z,0.25,19.4244,splk,temperature
2023-05-29T15:00:00Z,0.25,19.3302,splk,temperature
2023-05-29T16:00:00Z,0.25,19.3839,splk,temperature
2023-05-29T17:00:00Z,0.25,19.4131,splk,temperature
2023-05-29T18:00:00Z,0.25,19.41,splk,temperature
2023-05-29T19:00:00Z,0.25,19.2581,splk,temperature
2023-05-29T20:00:00Z,0.25,19.1287,splk,temperature
2023-05-29T21:00:00Z,0.25,19.0198,splk,temperature
2023-05-29T22:00:00Z,0.25,18.9147,splk,temperature
2023-05-29T23:00:00Z,0.25,18.8041,splk,temperature
2023-05-30T00:00:00Z,0.25,18.7142,splk,temperature
2023-05-30T01:00:00Z,0.25,18.7665,splk,temperature
2023-05-30T02:00:00Z,0.25,18.7959,splk,temperature
2023-05-30T03:00:00Z,0.25,18.9423,splk,temperature
2023-05-30T04:00:00Z,0.25,18.962,splk,temperature
2023-05-30T05:00:00Z,0.25,19.0696,splk,temperature
2023-05-30T06:00:00Z,0.25,19.2263,splk,temperature
2023-05-30T07:00:00Z,0.25,19.4414,splk,temperature
2023-05-30T08:00:00Z,0.25,19.5763,splk,temperature
2023-05-30T09:00:00Z,0.25,19.5684,splk,temperature
2023-05-30T10:00:00Z,0.25,19.5643,splk,temperature
2023-05-30T11:00:00Z,0.25,19.5315,splk,temperature
2023-05-30T12:00:00Z,0.25,19.5338,splk,temperature
2023-05-30T13:00:00Z,0.25,19.8247,splk,temperature
2023-05-30T14:00:00Z,0.25,19.801,splk,temperature
2023-05-30T15:00:00Z,0.25,19.647,splk,temperature
2023-05-30T16:00:00Z,0.25,19.5756,splk,temperature
2023-05-30T17:00:00Z,0.25,19.4981,splk,temperature
2023-05-30T18:00:00Z,0.25,19.552,splk,temperature
2023-05-30T19:00:00Z,0.25,19.4693,splk,temperature
2023-05-30T20:00:00Z,0.25,19.405,splk,temperature
2023-05-30T21:00:00Z,0.25,19.2482,splk,temperature
2023-05-30T22:00:00Z,0.25,19.0119,splk,temperature
2023-05-30T23:00:00Z,0.25,18.9529,splk,temperature
2023-05-31T00:00:00Z,0.25,18.978,splk,temperature
2023-05-31T01:00:00Z,0.25,19.0635,splk,temperature
2023-05-31T02:00:00Z,0.25,19.2128,splk,temperature
2023-05-31T03:00:00Z,0.25,19.3532,splk,temperature
2023-05-31T04:00:00Z,0.25,19.584,splk,temperature
2023-05-31T05:00:00Z,0.25,19.7492,splk,temperature
2023-05-31T06:00:00Z,0.25,19.9465,splk,temperature
2023-05-31T07:00:00Z,0.25,20.1254,splk,temperature
2023-05-31T08:00:00Z,0.25,20.2666,splk,temperature
2023-05-31T09:00:00Z,0.25,20.3334,splk,temperature
2023-05-31T10:00:00Z,0.25,20.3672,splk,temperature
2023-05-31T11:00:00Z,0.25,20.3949,splk,temperature
2023-05-31T12:00:00Z,0.25,20.4289,splk,temperature
2023-05-31T13:00:00Z,0.25,20.4035,splk,temperature
2023-05-31T14:00:00Z,0.25,20.364,splk,temperature
2023-05-31T15:00:00Z,0.25,20.3326,splk,temperature
2023-05-31T16:00:00Z,0.25,20.2886,splk,temperature
2023-05-31T17:00:00Z,0.25,20.2556,splk,temperature
2023-05-31T18:00:00Z,0.25,20.2569,splk,temperature
2023-05-31T19:00:00Z,0.25,20.207,splk,temperature
2023-05-31T20:00:00Z,0.25,20.1503,splk,temperature
2023-05-31T21:00:00Z,0.25,19.9117,splk,temperature
2023-05-31T22:00:00Z,0.25,19.9247,splk,temperature
2023-05-31T23:00:00Z,0.25,19.8392,splk,temperature
2023-06-01T00:00:00Z,0.25,19.8803,splk,temperature
2023-06-01T01:00:00Z,0.25,19.9721,splk,temperature
2023-06-01T02:00:00Z,0.25,20.0217,splk,temperature
2023-06-01T03:00:00Z,0.25,20.346,splk,temperature
2023-06-01T04:00:00Z,0.25,20.6473,splk,temperature
2023-06-01T05:00:00Z,0.25,21.2787,splk,temperature
2023-06-01T06:00:00Z,0.25,21.4282,splk,temperature
2023-06-01T07:00:00Z,0.25,21.4363,splk,temperature
2023-06-01T08:00:00Z,0.25,21.724,splk,temperature
2023-06-01T09:00:00Z,0.25,21.9118,splk,temperature
2023-06-01T10:00:00Z,0.25,21.9734,splk,temperature
2023-06-01T11:00:00Z,0.25,21.9527,splk,temperature
2023-06-01T12:00:00Z,0.25,21.5102,splk,temperature
2023-06-01T13:00:00Z,0.25,21.4646,splk,temperature
2023-06-01T14:00:00Z,0.25,21.6605,splk,temperature
2023-06-01T15:00:00Z,0.25,21.7238,splk,temperature
2023-06-01T16:00:00Z,0.25,21.6912,splk,temperature
2023-06-01T17:00:00Z,0.25,21.5525,splk,temperature
2023-06-01T18:00:00Z,0.25,21.4856,splk,temperature
2023-06-01T19:00:00Z,0.25,21.4486,splk,temperature
2023-06-01T20:00:00Z,0.25,21.3995,splk,temperature
2023-06-01T21:00:00Z,0.25,21.3424,splk,temperature
2023-06-01T22:00:00Z,0.25,21.2364,splk,temperature
2023-06-01T23:00:00Z,0.25,21.1608,splk,temperature
2023-06-02T00:00:00Z,0.25,21.1255,splk,temperature
2023-06-02T01:00:00Z,0.25,21.1342,splk,temperature
2023-06-02T02:00:00Z,0.25,21.2274,splk,temperature
2023-06-02T03:00:00Z,0.25,21.639,splk,temperature
2023-06-02T04:00:00Z,0.25,21.9527,splk,temperature
2023-06-02T05:00:00Z,0.25,21.7587,splk,temperature
2023-06-02T06:00:00Z,0.25,21.5843,splk,temperature
2023-06-02T07:00:00Z,0.25,21.7353,splk,temperature
2023-06-02T08:00:00Z,0.25,21.9669,splk,temperature
2023-06-02T09:00:00Z,0.25,22.2485,splk,temperature
2023-06-02T10:00:00Z,0.25,22.4225,splk,temperature
2023-06-02T11:00:00Z,0.25,22.4374,splk,temperature
2023-06-02T12:00:00Z,0.25,22.3871,splk,temperature
2023-06-02T13:00:00Z,0.25,22.3841,splk,temperature
2023-06-02T14:00:00Z,0.25,22.3762,splk,temperature
2023-06-02T15:00:00Z,0.25,22.3797,splk,temperature
2023-06-02T16:00:00Z,0.25,22.3577,splk,temperature
2023-06-02T17:00:00Z,0.25,22.3007,splk,temperature
2023-06-02T18:00:00Z,0.25,22.2362,splk,temperature
2023-06-02T19:00:00Z,0.25,22.1605,splk,temperature
2023-06-02T20:00:00Z,0.25,22.0818,splk,temperature
2023-06-02T21:00:00Z,0.25,22.0632,splk,temperature
2023-06-02T22:00:00Z,0.25,21.9896,splk,temperature
2023-06-02T23:00:00Z,0.25,21.9181,splk,temperature
2023-06-03T00:00:00Z,0.25,21.8884,splk,temperature
2023-06-03T01:00:00Z,0.25,21.9346,splk,temperature
2023-06-03T02:00:00Z,0.25,22.2389,splk,temperature
2023-06-03T03:00:00Z,0.25,22.462,splk,temperature
2023-06-03T04:00:00Z,0.25,22.7822,splk,temperature
2023-06-03T05:00:00Z,0.25,22.8859,splk,temperature
2023-06-03T06:00:00Z,0.25,22.967,splk,temperature
2023-06-03T07:00:00Z,0.25,23.2074,splk,temperature
2023-06-03T08:00:00Z,0.25,23.491,splk,temperature
2023-06-03T09:00:00Z,0.25,23.5313,splk,temperature
2023-06-03T10:00:00Z,0.25,23.335,splk,temperature
2023-06-03T11:00:00Z,0.25,23.936,splk,temperature
2023-06-03T12:00:00Z,0.25,23.849,splk,temperature
2023-06-03T13:00:00Z,0.25,23.3981,splk,temperature
2023-06-03T14:00:00Z,0.25,23.296,splk,temperature
2023-06-03T15:00:00Z,0.25,23.1767,splk,temperature
2023-06-03T16:00:00Z,0.25,23.0827,splk,temperature
2023-06-03T17:00:00Z,0.25,23.0242,splk,temperature
2023-06-03T18:00:00Z,0.25,22.968,splk,temperature
2023-06-03T19:00:00Z,0.25,22.8931,splk,temperature
2023-06-03T20:00:00Z,0.25,22.7997,splk,temperature
2023-06-03T21:00:00Z,0.25,22.6791,splk,temperature
2023-06-03T22:00:00Z,0.25,22.5881,splk,temperature
2023-06-03T23:00:00Z,0.25,22.5093,splk,temperature
2023-06-04T00:00:00Z,0.25,22.4114,splk,temperature
2023-06-04T01:00:00Z,0.25,22.3859,splk,temperature
2023-06-04T02:00:00Z,0.25,22.6292,splk,temperature
2023-06-04T03:00:00Z,0.25,23.1377,splk,temperature
2023-06-04T04:00:00Z,0.25,23.5032,splk,temperature
2023-06-04T05:00:00Z,0.25,23.7478,splk,temperature
2023-06-04T06:00:00Z,0.25,24.3817,splk,temperature
2023-06-04T07:00:00Z,0.25,24.5012,splk,temperature
2023-06-04T08:00:00Z,0.25,24.7184,splk,temperature
2023-06-04T09:00:00Z,0.25,25.0342,splk,temperature
2023-06-04T10:00:00Z,0.25,25.0213,splk,temperature
2023-06-04T11:00:00Z,0.25,24.939,splk,temperature
2023-06-04T12:00:00Z,0.25,25.2107,splk,temperature
2023-06-04T13:00:00Z,0.25,25.2467,splk,temperature
2023-06-04T14:00:00Z,0.25,25.2096,splk,temperature
2023-06-04T15:00:00Z,0.25,25.0965,splk,temperature
2023-06-04T16:00:00Z,0.25,24.7953,splk,temperature
2023-06-04T17:00:00Z,0.25,24.6463,splk,temperature
2023-06-04T18:00:00Z,0.25,24.4689,splk,temperature
2023-06-04T19:00:00Z,0.25,24.2905,splk,temperature
2023-06-04T20:00:00Z,0.25,24.148,splk,temperature
2023-06-04T21:00:00Z,0.25,24.0023,splk,temperature
2023-06-04T22:00:00Z,0.25,23.8709,splk,temperature
2023-06-04T23:00:00Z,0.25,23.6546,splk,temperature
2023-06-05T00:00:00Z,0.25,23.5965,splk,temperature
2023-06-05T01:00:00Z,0.25,23.596800000000002,splk,temperature
2023-06-05T02:00:00Z,0.25,23.6917,splk,temperature
2023-06-05T03:00:00Z,0.25,23.7246,splk,temperature
2023-05-18T06:00:00Z,0.5,18.2418,splk,temperature
2023-05-18T07:00:00Z,0.5,13.0879,splk,temperature
2023-05-18T08:00:00Z,0.5,12.9239,splk,temperature
2023-05-18T09:00:00Z,0.5,12.8723,splk,temperature
2023-05-18T10:00:00Z,0.5,12.9755,splk,temperature
2023-05-18T11:00:00Z,0.5,12.9783,splk,temperature
2023-05-18T12:00:00Z,0.5,13.378,splk,temperature
2023-05-18T13:00:00Z,0.5,13.3723,splk,temperature
2023-05-18T15:00:00Z,0.5,13.4382,splk,temperature
2023-05-18T20:00:00Z,0.5,13.503,splk,temperature
2023-05-18T21:00:00Z,0.5,13.3663,splk,temperature
2023-05-18T22:00:00Z,0.5,13.2745,splk,temperature
2023-05-18T23:00:00Z,0.5,13.154,splk,temperature
2023-05-19T10:00:00Z,0.5,12.5617,splk,temperature
2023-05-19T11:00:00Z,0.5,12.6304,splk,temperature
2023-05-19T12:00:00Z,0.5,12.5726,splk,temperature
2023-05-19T13:00:00Z,0.5,12.4582,splk,temperature
2023-05-19T14:00:00Z,0.5,12.3468,splk,temperature
2023-05-19T15:00:00Z,0.5,12.2295,splk,temperature
2023-05-19T20:00:00Z,0.5,12.0352,splk,temperature
2023-05-19T21:00:00Z,0.5,12.0181,splk,temperature
2023-05-19T22:00:00Z,0.5,11.9321,splk,temperature
2023-05-19T23:00:00Z,0.5,11.8516,splk,temperature
2023-05-20T04:00:00Z,0.5,12.1542,splk,temperature
2023-05-20T05:00:00Z,0.5,12.2599,splk,temperature
2023-05-20T06:00:00Z,0.5,12.6149,splk,temperature
2023-05-20T07:00:00Z,0.5,12.8815,splk,temperature
2023-05-20T08:00:00Z,0.5,13.2315,splk,temperature
2023-05-20T09:00:00Z,0.5,13.4556,splk,temperature
2023-05-20T10:00:00Z,0.5,13.7637,splk,temperature
2023-05-20T11:00:00Z,0.5,13.79,splk,temperature
2023-05-20T12:00:00Z,0.5,13.6466,splk,temperature
2023-05-20T13:00:00Z,0.5,13.6193,splk,temperature
2023-05-20T14:00:00Z,0.5,13.5948,splk,temperature
2023-05-20T15:00:00Z,0.5,13.6583,splk,temperature
2023-05-20T20:00:00Z,0.5,13.1642,splk,temperature
2023-05-20T21:00:00Z,0.5,13.1494,splk,temperature
2023-05-20T22:00:00Z,0.5,13.0533,splk,temperature
2023-05-20T23:00:00Z,0.5,12.9784,splk,temperature
2023-05-21T03:00:00Z,0.5,13.4986,splk,temperature
2023-05-21T04:00:00Z,0.5,13.9582,splk,temperature
2023-05-21T05:00:00Z,0.5,14.4477,splk,temperature
2023-05-21T06:00:00Z,0.5,14.565,splk,temperature
2023-05-21T07:00:00Z,0.5,15.0092,splk,temperature
2023-05-21T08:00:00Z,0.5,15.6957,splk,temperature
2023-05-21T09:00:00Z,0.5,16.2513,splk,temperature
2023-05-21T10:00:00Z,0.5,16.0455,splk,temperature
2023-05-21T11:00:00Z,0.5,14.6314,splk,temperature
2023-05-21T12:00:00Z,0.5,15.4245,splk,temperature
2023-05-21T13:00:00Z,0.5,15.7518,splk,temperature
2023-05-21T14:00:00Z,0.5,15.8049,splk,temperature
2023-05-21T15:00:00Z,0.5,15.995,splk,temperature
2023-05-21T20:00:00Z,0.5,15.1356,splk,temperature
2023-05-21T21:00:00Z,0.5,14.9693,splk,temperature
2023-05-21T22:00:00Z,0.5,14.8089,splk,temperature
2023-05-21T23:00:00Z,0.5,14.5837,splk,temperature
2023-05-22T03:00:00Z,0.5,14.4518,splk,temperature
2023-05-22T04:00:00Z,0.5,14.771,splk,temperature
2023-05-22T05:00:00Z,0.5,14.8472,splk,temperature
2023-05-22T06:00:00Z,0.5,14.9453,splk,temperature
2023-05-22T07:00:00Z,0.5,14.9387,splk,temperature
2023-05-22T08:00:00Z,0.5,15.0275,splk,temperature
2023-05-22T09:00:00Z,0.5,15.2786,splk,temperature
2023-05-22T10:00:00Z,0.5,15.5568,splk,temperature
2023-05-22T11:00:00Z,0.5,15.8008,splk,temperature
2023-05-22T12:00:00Z,0.5,15.5835,splk,temperature
2023-05-22T13:00:00Z,0.5,15.6283,splk,temperature
2023-05-22T14:00:00Z,0.5,15.7587,splk,temperature
2023-05-22T15:00:00Z,0.5,15.7621,splk,temperature
2023-05-22T20:00:00Z,0.5,15.2679,splk,temperature
2023-05-22T21:00:00Z,0.5,15.2597,splk,temperature
2023-05-22T22:00:00Z,0.5,15.1448,splk,temperature
2023-05-22T23:00:00Z,0.5,15.1116,splk,temperature
2023-05-23T03:00:00Z,0.5,15.4488,splk,temperature
2023-05-23T04:00:00Z,0.5,15.7721,splk,temperature
2023-05-23T05:00:00Z,0.5,16.1293,splk,temperature
